,exchange,timeStamp,Level,ask_volume,bid_volume,total_vol,mid_price,vwap,close_price,spread,effective_spread
0,bitforex,2023-04-29T23:11:40.240Z,5,36.8384,39.7774,76.61580000000001,0.06512630999999999,0.06263171567274635,0.06512558,7.4400000000113264e-06,
1,bitforex,2023-04-29T23:12:07.872Z,5,35.235699999999994,29.4764,64.71209999999999,0.065131725,0.0709350252747786,0.06512873,1.202999999999621e-05,
2,bitforex,2023-04-29T23:12:36.111Z,5,31.3917,35.8531,67.2448,0.06513256,0.060814249925555584,0.06513163,6.1599999999911725e-06,
3,bitforex,2023-04-29T23:13:04.005Z,5,45.6954,25.573800000000002,71.2692,0.06513760499999999,0.08353273641034277,0.06513584,7.090000000001262e-06,
4,bitforex,2023-04-29T23:13:31.605Z,5,40.6626,46.137,86.7996,0.06513883000000001,0.06103200716636943,0.06513841,2.879999999996774e-06,
5,bitforex,2023-04-29T23:13:59.169Z,5,39.271,32.758900000000004,72.0299,0.06513846000000001,0.07103551635848446,0.0651363,1.4479999999997273e-05,
6,bitforex,2023-04-29T23:14:27.408Z,5,26.4891,41.2641,67.75319999999999,0.06514042,0.05093628106849567,0.06514004,2.6199999999948487e-06,
7,bitforex,2023-04-29T23:14:55.011Z,5,36.0316,46.2616,82.2932,0.06514356,0.057050490316259424,0.06514637,1.12800000000024e-05,
8,bitforex,2023-04-29T23:15:22.571Z,5,42.982499999999995,30.5793,73.56179999999999,0.06513812499999999,0.07612961990938234,0.06513595,1.4570000000005412e-05,
9,bitforex,2023-04-29T23:15:50.177Z,5,37.573,29.0655,66.6385,0.065151605,0.07347498495719441,0.06514913,9.950000000008563e-06,
10,bitforex,2023-04-29T23:16:18.511Z,5,52.2534,34.4018,86.65520000000001,0.06515143500000001,0.07857679389322278,0.06515291,5.930000000001212e-06,
11,bitforex,2023-04-29T23:16:46.074Z,5,37.681799999999996,32.0576,69.73939999999999,0.06515040999999999,0.07041258996879814,0.06514821,1.4739999999999198e-05,
12,bitforex,2023-04-29T23:17:14.480Z,5,26.977800000000002,20.0403,47.018100000000004,0.0651506,0.07477040916472592,0.06514893,1.1719999999992847e-05,
13,bitforex,2023-04-29T23:17:43.107Z,5,40.777,30.9089,71.6859,0.06515130499999999,0.07412384824686584,0.065153,6.810000000009864e-06,
14,bitforex,2023-04-29T23:18:10.659Z,5,23.2321,39.643100000000004,62.87520000000001,0.065151505,0.04814919918781967,0.06515213,7.4899999999988864e-06,
15,bitforex,2023-04-29T23:18:39.001Z,5,32.765100000000004,41.889399999999995,74.6545,0.06515403,0.057195887518367954,0.06515084,1.1200000000002874e-05,
16,bitforex,2023-04-29T23:19:06.552Z,5,36.585300000000004,25.3525,61.9378,0.065149345,0.07696979393107278,0.06514719,8.649999999998936e-06,
17,bitforex,2023-04-29T23:19:34.825Z,5,33.9931,30.860500000000002,64.8536,0.06514724499999999,0.06830082618981831,0.06514745,1.2809999999988109e-05,
18,bitforex,2023-04-29T23:20:02.641Z,5,39.3814,43.8922,83.2736,0.06514819,0.06162528500946279,0.06515084,1.2639999999994322e-05,
19,bitforex,2023-04-29T23:20:30.204Z,5,35.9332,33.1386,69.0718,0.06515222000000001,0.0677959221261354,0.06515586,1.4580000000000148e-05,
20,bitforex,2023-04-29T23:20:57.731Z,5,46.81849999999999,33.399699999999996,80.2182,0.06514865,0.07605244725984876,0.06514622,9.759999999997548e-06,
21,bitforex,2023-04-29T23:21:25.650Z,5,35.451499999999996,45.3011,80.7526,0.06515116500000001,0.05720579154627839,0.06515117,2.710000000002988e-06,
22,bitforex,2023-04-29T23:21:53.902Z,5,45.4763,23.6814,69.1577,0.065151465,0.0856874525111448,0.06515279,5.3299999999978365e-06,
23,bitforex,2023-04-29T23:22:21.471Z,5,19.1338,38.6543,57.7881,0.065151605,0.04314778998132834,0.0651486,1.2049999999999561e-05,
24,bitforex,2023-04-29T23:22:49.011Z,5,33.8568,35.9905,69.84729999999999,0.06515069500000001,0.0631613391624587,0.06515109,1.6099999999991121e-06,
25,bitforex,2023-04-29T23:23:16.649Z,5,35.003099999999996,42.0577,77.0608,0.065161685,0.05919955177174386,0.06516266,6.70999999999311e-06,
26,bitforex,2023-04-29T23:23:44.186Z,5,34.6747,29.794,64.4687,0.06515917,0.07010429615667757,0.06515917,2.240000000000575e-05,
27,bitforex,2023-04-29T23:24:12.558Z,5,39.9918,23.7736,63.7654,0.0651708,0.08174861752241812,0.06517128,3.240000000001575e-06,
28,bitforex,2023-04-29T23:26:29.474Z,5,37.5075,32.847100000000005,70.3546,0.06519864,0.06952472467201859,0.06520064,1.3380000000007275e-05,
29,bitforex,2023-04-29T23:26:57.040Z,5,32.297200000000004,41.825,74.1222,0.065199175,0.056820214474017236,0.06520019,4.089999999998262e-06,
30,bitforex,2023-04-29T23:27:24.569Z,5,28.5492,34.2449,62.7941,0.06519841500000001,0.059288295098233745,0.06520037,7.870000000007038e-06,
31,bitforex,2023-04-29T23:27:52.238Z,5,36.9174,40.541399999999996,77.4588,0.06519839999999999,0.06215475741932485,0.06520048,1.394000000000395e-05,
32,bitforex,2023-04-29T23:28:19.807Z,5,26.8155,36.556,63.3715,0.06520878499999999,0.055192993238916556,0.06519407,1.6589999999996885e-05,
33,bitforex,2023-04-29T23:28:47.380Z,5,45.294,53.2449,98.5389,0.065199425,0.05994612480604105,0.06520761,1.6150000000006437e-05,
34,bitforex,2023-04-29T23:29:14.989Z,5,35.2925,47.5145,82.80699999999999,0.06520065,0.05557833743874311,0.06520032,2.2600000000039255e-06,
35,bitforex,2023-04-29T23:29:42.593Z,5,44.847300000000004,25.5516,70.3989,0.065199275,0.08307981430221212,0.0651976,1.550999999999636e-05,
36,bitforex,2023-04-29T23:30:10.927Z,5,36.7614,32.1627,68.92410000000001,0.065199905,0.06955175333675738,0.0651992,2.8700000000020376e-06,
37,bitforex,2023-04-29T23:30:39.297Z,5,39.8767,36.4202,76.2969,0.06520211000000001,0.0681595091880273,0.06520048,6.579999999992148e-06,
38,bitforex,2023-04-29T23:31:06.908Z,5,33.0496,42.208400000000005,75.25800000000001,0.06519855999999999,0.05726698888455711,0.06519955,6.679999999995023e-06,
39,bitforex,2023-04-29T23:31:34.787Z,5,29.8604,30.009,59.8694,0.06520222,0.06504671661580039,0.06520222,1.2539999999991447e-05,
40,bitforex,2023-04-29T23:32:02.364Z,5,36.40389999999999,23.6634,60.06729999999999,0.06521111,0.07904663759250043,0.06521271,6.4399999999964486e-06,
41,bitforex,2023-04-29T23:32:29.955Z,5,30.715599999999995,37.9208,68.6364,0.06520788,0.05836649750179204,0.06520788,8.519999999997974e-06,
42,bitforex,2023-04-29T23:32:58.212Z,5,19.1955,40.7477,59.943200000000004,0.0652124,0.04176782738809405,0.06520647,6.48000000000315e-06,
43,bitforex,2023-04-29T23:33:27.217Z,5,35.341499999999996,32.224000000000004,67.5655,0.06520701000000001,0.06822168148167333,0.0652087,1.130000000000575e-05,
44,bitforex,2023-04-29T23:33:54.882Z,5,39.706100000000006,38.4251,78.1312,0.06521247499999999,0.06628794665365435,0.06520872,1.216999999999191e-05,
45,bitforex,2023-04-29T23:34:22.425Z,5,37.519400000000005,51.991099999999996,89.51050000000001,0.065205425,0.054667878665519684,0.06520812,1.0809999999999986e-05,
46,bitforex,2023-04-29T23:34:50.671Z,5,35.7028,30.630499999999998,66.33330000000001,0.0652102,0.07019953129963381,0.0652089,5.2200000000002245e-06,
47,bitforex,2023-04-29T23:35:18.220Z,5,34.5452,29.4503,63.9955,0.065207515,0.07040342204814401,0.0652116,8.190000000005138e-06,
48,bitforex,2023-04-29T23:35:46.479Z,5,45.7799,26.1975,71.9774,0.06521147499999999,0.08295628339770539,0.06521219,4.8100000000078635e-06,
49,bitforex,2023-04-29T23:36:14.025Z,5,37.9559,33.3959,71.3518,0.06521290499999999,0.06938761563562518,0.06521116,1.3050000000000561e-05,
50,bitforex,2023-04-29T23:36:42.227Z,5,43.824799999999996,34.7462,78.571,0.06521135,0.07274953613572438,0.06521135,5.6599999999906725e-06,
51,bitforex,2023-04-29T23:37:09.788Z,5,41.750299999999996,27.0307,68.78099999999999,0.06521007000000001,0.07917107578892428,0.06521142,9.080000000008526e-06,
52,bitforex,2023-04-29T23:37:38.118Z,5,36.5099,40.2677,76.7776,0.06521249500000001,0.06202341730364064,0.0652133,5.450000000004063e-06,
53,bitforex,2023-04-29T23:38:05.685Z,5,27.451300000000003,29.4843,56.93560000000001,0.06520867,0.062886770718496,0.06520501,1.3319999999997223e-05,
54,bitforex,2023-04-29T23:38:33.245Z,5,45.922399999999996,31.9672,77.8896,0.06521233500000001,0.0769045816593486,0.06521584,1.4050000000001561e-05,
55,bitforex,2023-04-29T23:39:00.798Z,5,44.6529,46.0249,90.6778,0.065211995,0.06423322337760731,0.06521199,1.587000000000116e-05,
56,bitforex,2023-04-29T23:39:29.066Z,5,33.3189,25.1572,58.4761,0.06520937,0.07432051256964811,0.06521356,1.6779999999994022e-05,
57,bitforex,2023-04-29T23:39:57.282Z,5,40.0088,31.6599,71.6687,0.06521115499999999,0.07281766493085547,0.06521376,1.7449999999988308e-05,
58,bitforex,2023-04-29T23:40:25.702Z,5,45.2778,37.6901,82.9679,0.06521017,0.07118389837910807,0.06520563,1.8180000000006524e-05,
59,bitforex,2023-04-29T23:40:53.290Z,5,24.5804,29.5445,54.1249,0.065209255,0.059234661263669774,0.06520925,1.3250000000006312e-05,
60,bitforex,2023-04-29T23:41:21.469Z,5,25.326999999999998,26.9112,52.2382,0.06520949000000001,0.06324019046540653,0.06520697,1.6859999999993547e-05,
61,bitmex,2023-04-29T23:11:34.041Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
62,bitmex,2023-04-29T23:11:53.547Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
63,bitmex,2023-04-29T23:12:32.578Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
64,bitmex,2023-04-29T23:12:52.103Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
65,bitmex,2023-04-29T23:13:31.135Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
66,bitmex,2023-04-29T23:13:51.189Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
67,bitmex,2023-04-29T23:14:30.233Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
68,bitmex,2023-04-29T23:14:49.749Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
69,bitmex,2023-04-29T23:15:28.844Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
70,bitmex,2023-04-29T23:15:48.365Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
71,bitmex,2023-04-29T23:16:27.419Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
72,bitmex,2023-04-29T23:16:47.082Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
73,bitmex,2023-04-29T23:17:26.481Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
74,bitmex,2023-04-29T23:17:45.979Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
75,bitmex,2023-04-29T23:18:25.111Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
76,bitmex,2023-04-29T23:18:44.624Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
77,bitmex,2023-04-29T23:19:23.611Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
78,bitmex,2023-04-29T23:19:43.141Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
79,bitmex,2023-04-29T23:20:22.767Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
80,bitmex,2023-04-29T23:20:42.313Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
81,bitmex,2023-04-29T23:21:21.345Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
82,bitmex,2023-04-29T23:21:40.882Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
83,bitmex,2023-04-29T23:22:00.433Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
84,bitmex,2023-04-29T23:22:19.940Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
85,bitmex,2023-04-29T23:22:39.435Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
86,bitmex,2023-04-29T23:22:58.957Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
87,bitmex,2023-04-29T23:23:18.477Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
88,bitmex,2023-04-29T23:23:37.967Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
89,bitmex,2023-04-29T23:23:57.496Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
90,bitmex,2023-04-29T23:24:17.031Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
91,bitmex,2023-04-29T23:24:36.669Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
92,bitmex,2023-04-29T23:24:56.193Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
93,bitmex,2023-04-29T23:25:35.168Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
94,bitmex,2023-04-29T23:25:54.692Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
95,bitmex,2023-04-29T23:26:33.937Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
96,bitmex,2023-04-29T23:26:53.443Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
97,bitmex,2023-04-29T23:27:32.482Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
98,bitmex,2023-04-29T23:27:51.996Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
99,bitmex,2023-04-29T23:28:31.091Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
100,bitmex,2023-04-29T23:28:51.141Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
101,bitmex,2023-04-29T23:29:30.182Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
102,bitmex,2023-04-29T23:29:49.745Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
103,bitmex,2023-04-29T23:30:29.281Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
104,bitmex,2023-04-29T23:30:48.789Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
105,bitmex,2023-04-29T23:31:27.899Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
106,bitmex,2023-04-29T23:31:47.435Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
107,bitmex,2023-04-29T23:32:26.495Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
108,bitmex,2023-04-29T23:32:46.023Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
109,bitmex,2023-04-29T23:33:25.358Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
110,bitmex,2023-04-29T23:33:44.866Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
111,bitmex,2023-04-29T23:34:23.922Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
112,bitmex,2023-04-29T23:34:43.615Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
113,bitmex,2023-04-29T23:35:22.676Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
114,bitmex,2023-04-29T23:35:42.633Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
115,bitmex,2023-04-29T23:36:21.723Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
116,bitmex,2023-04-29T23:36:41.724Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
117,bitmex,2023-04-29T23:37:01.265Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
118,bitmex,2023-04-29T23:37:20.789Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
119,bitmex,2023-04-29T23:37:40.291Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
120,bitmex,2023-04-29T23:37:59.789Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
121,bitmex,2023-04-29T23:38:19.323Z,8,38428000000.0,1319061000000.0,1357489000000.0,0.067221,0.005968150882401257,0.061332,0.011777999999999997,0.011777999999999997
